slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
htaccess-generator,.htaccess Generator,Developer & Web Generators,low,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
pwa-manifest-generator,PWA Manifest Generator,Developer & Web Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
form-generator,HTML Form Generator,Developer & Web Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
jwt-generator,JWT Token Generator,Developer & Web Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
random-id-generator,Random ID Generator,Developer & Web Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
flashcard-generator,Flashcard Generator,AI Text & Writing Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
study-plan-generator,Study Plan Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
lesson-plan-generator,Lesson Plan Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
research-question-generator,Research Question Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
bibliography-generator,Bibliography Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
essay-topic-generator,Essay Topic Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
multiple-choice-generator,Multiple Choice Question Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
product-bullet-points-generator,Product Bullet Points Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
amazon-listing-generator,Amazon Listing Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
etsy-listing-generator,Etsy Listing Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
customer-persona-generator,Customer Persona Generator,Business & Brand Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
youtube-hook-generator,YouTube Hook Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
linkedin-summary-generator,LinkedIn Summary Generator,Bio & Caption Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
sales-email-generator,Sales Email Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
follow-up-email-generator,Follow-Up Email Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
image-alt-text-generator,Image Alt Text Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
video-prompt-generator,Video Prompt Generator,Creative & Story Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
productivity-prompt-generator,Productivity Prompt Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
brand-kit-generator,Brand Kit Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
random-list-generator,Random List Generator,Random Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
random-color-generator,Random Color Generator,Random Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
dnd-character-generator,D&D Character Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
dungeon-generator,Dungeon Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
worksheet-generator,Worksheet Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
rubric-generator,Rubric Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
assignment-generator,Assignment Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
graphql-query-generator,GraphQL Query Generator,Developer & Web Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
mock-api-generator,Mock API Generator,Developer & Web Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
wheel-spinner-generator,Wheel Spinner Generator,Random Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
product-benefits-generator,Product Benefits Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
pattern-generator,CSS Pattern Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
blob-generator,CSS Blob Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
wave-generator,CSS Wave Generator,Developer & Web Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
viking-name-generator,Viking Name Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
wizard-name-generator,Wizard Name Generator,Gaming & Fantasy Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,medium,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
japanese-name-generator,Japanese Name Generator,Name Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
korean-name-generator,Korean Name Generator,Name Generators,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
city-name-generator,City Name Generator,Gaming & Fantasy Generators,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in Pass 14 or Pass 15 with structured intent-specific premium output and copyable sections.,No upgrade now; keep in regression QA.,premium_done
album-name-generator,Album Name Generator,Creative & Story Generators,low,yes,basic,basic,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
book-name-generator,Book Name Generator,Creative & Story Generators,low,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
movie-name-generator,Movie Name Generator,Creative & Story Generators,low,yes,basic,basic,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
roblox-username-generator,Roblox Username Generator,Gaming & Fantasy Generators,noindex,yes,basic,basic,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
tiktok-username-generator,TikTok Username Generator,Social Media Tools,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
receipt-generator,Receipt Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
nda-generator,NDA Generator,Utility Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
newsletter-name-generator,Newsletter Name Generator,Business Generators,high,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
price-tag-generator,Price Tag Generator,Utility Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
product-tag-generator,Product Tag Generator,Utility Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
clothing-tag-generator,Clothing Tag Generator,Utility Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
minutes-of-meeting-generator,Minutes Of Meeting Generator,Business Generators,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
event-name-generator,Event Name Generator,Business Generators,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
college-name-generator,College Name Generator,Creative & Story Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
diner-name-generator,Diner Name Generator,Business Generators,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
flower-name-generator,Flower Name Generator,Creative & Story Generators,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
newspaper-name-generator,Newspaper Name Generator,Creative & Story Generators,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
plant-name-generator,Plant Name Generator,Creative & Story Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
sibling-name-generator,Sibling Name Generator,Human Name Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
pick-a-name-generator,Pick A Name Generator,Utility Generators,high,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
name-generator-wheel,Name Generator Wheel,Utility Generators,noindex,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
cake-company-names-generator,Cake Company Names Generator,Business Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
car-name-generator,Car Name Generator,Creative & Story Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
title-name-generator,Title Name Generator,Creative & Story Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
geo-tag-generator,Geo Tag Generator,Utility Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
pet-tag-generator,Pet Tag Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
dj-tag-generator,DJ Tag Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
clan-tag-generator,Clan Tag Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
hang-tag-generator,Hang Tag Generator,Utility Generators,high,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
art-tag-generator,Art Tag Generator,Utility Generators,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
email-tag-generator,Email Tag Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
tag-team-name-generator,Tag Team Name Generator,Creative & Story Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
warrior-name-generator,Warrior Name Generator,Creative & Story Generators,medium,yes,okay,good,medium,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
secret-santa-name-generator,Secret Santa Name Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
anagram-of-name-generator,Anagram Of Name Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
cyberpunk-name-generator,Cyberpunk Name Generator,Creative & Story Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
goth-name-generator,Goth Name Generator,Creative & Story Generators,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
project-name-generator-keywords,Project Name Generator Keywords,Business Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
scifi-name-generator,Sci-Fi Name Generator,Creative & Story Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
last-name-and-first-name-generator,First And Last Name Generator,Name Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
baby-name-generator-with-last-name,Baby Name Generator With Last Name,Name Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
nickname-generator-based-on-name,Nickname Generator Based On Name,Name Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
phonetic-spelling-of-name-generator,Phonetic Spelling Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
name-combination-generator,Name Combination Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
performer-names-generator,Performer Names Generator,Business Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
disc-jockey-names-generator,DJ Name Generator,Business Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
name-pronunciation-generator,Name Pronunciation Generator,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
fantasy-language-generator,Fantasy Language Generator,Writing Generators,low,yes,basic,basic,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
color-palette-generator-from-name,Color Palette Generator From Name,Utility Generators,high,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
mountain-name-generator,Mountain Name Generator,Gaming & Fantasy Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
forest-name-generator,Forest Name Generator,Gaming & Fantasy Generators,medium,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
team-name-generator-using-keywords,Team Name Generator By Keyword,Utility Generators,high,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
trademark-friendly-name-generator,Trademark-Friendly Name Generator,Business Generators,high,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
acceptable-use-policy-generator,Acceptable Use Policy Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
app-icon-generator,App Icon Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
app-name-generator,App Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
bakery-name-generator,Bakery Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
banner-generator,Banner Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
barbarian-name-generator,Barbarian Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
big-text-generator,Big Text Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
brat-text-generator,Brat Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
breadcrumb-generator,Breadcrumb Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
bubble-text-generator,Bubble Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
business-card-generator,Business Card Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
castle-name-generator,Castle Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
channel-name-generator,Channel Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
chatgpt-prompt-generator,ChatGPT Prompt Generator,Other,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
club-name-generator,Club Name Generator,Other,low,yes,okay,good,high,Safe clear-intent page with user/search value but current output is still basic or only lightly structured.,Candidate for structured premium output with option-aware sections and per-result copy actions.,needs_premium_upgrade
cocktail-name-generator,Cocktail Name Generator,Other,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
contract-generator,Contract Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
cowboy-name-generator,Cowboy Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
css-code-generator,CSS Code Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
cursive-name-generator,Cursive Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
cute-text-generator,Cute Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
dalle-prompt-generator,DALL-E Prompt Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
dinosaur-name-generator,Dinosaur Name Generator,Other,low,yes,basic,basic,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
display-name-generator,Display Name Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
dj-name-generator,DJ Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
dmca-policy-generator,DMCA Policy Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, platform/franchise, trademark, citation, or technical-risk intent needs separate safety review before premium expansion.",Hold for safety/franchise/compliance review; do not select for Pass 16.,hold_sensitive
dog-name-generator,Dog Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
estimate-generator,Estimate Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
fake-text-generator,Fake Text Generator,Other,noindex,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
farm-name-generator,Farm Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
favicon-generator,Favicon Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
food-truck-name-generator,Food Truck Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
funny-name-generator,Funny Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
gnome-name-generator,Gnome Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
hotel-name-generator,Hotel Name Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
html-code-generator,HTML Code Generator,Other,low,yes,strong,good,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
invisible-text-generator,Invisible Text Generator,Other,low,yes,okay,good,low,"Lower index priority, novelty/random/text-effect intent, duplicate-adjacent coverage, or noindex signal makes this a later investment.",Defer; consider merge/noindex review before premium work.,noindex_or_low_priority
letterhead-generator,Letterhead Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
logo-generator,Logo Generator,Other,low,yes,premium,premium,none,Completed in earlier premium passes and still has slug-specific renderer logic in the current source.,No upgrade now; keep in regression QA.,premium_done
mermaid-name-generator,Mermaid Name Generator,Other,low,yes,okay,good,none,Current slug-specific output is adequate for the tool intent; not a top premium gap.,Defer; monitor after high-value backlog.,good_enough
