"slug","name","category","indexable","overall_severity","issue_count","blocker_count","should_fix_count","nice_to_have_count","issue_codes","issue_details","tools_needing_premium_functionality_improvement","tools_needing_seo_content_improvement","should_reconsider_noindex","title_length","meta_description_length","faq_count","related_tool_count","has_tool_options","has_premium_controls","has_premium_guide_copy","unique_tool_intent","premium_tool_functionality","input_driven_output","non_generic_output","title_h1_meta","helpful_intro","useful_below_tool_content","specific_faqs","canonical","robots","related_links","duplicate_page_issue","risky_indexable","mojibake","unsafe_legacy_js","sitemap","ads_safe","layout_cls"
"old-english-text-generator","Old English Text Generator","text-font-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=55; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","55","84","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"open-graph-generator","Open Graph Tag Generator","seo-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=85; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","85","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"orc-name-generator","Orc Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=89; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","89","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"paragraph-generator","Paragraph Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=108; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","108","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"passphrase-generator","Passphrase Generator","utility-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=79; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","79","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"pattern-generator","CSS Pattern Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=59; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","59","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"photography-name-generator","Photography Business Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=53; metaDescriptionLength=66; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","53","66","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"pirate-name-generator","Pirate Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=90; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","90","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"planet-name-generator","Planet Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","84","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"podcast-name-generator","Podcast Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=108; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","108","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"press-release-generator","Press Release Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=67; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","67","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"product-benefits-generator","Product Benefits Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=52; metaDescriptionLength=72; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","52","72","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"product-bullet-points-generator","Product Bullet Points Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=78; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","78","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"product-description-generator","Product Description Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=93; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","93","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"product-name-generator","Product Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=103; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","103","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"product-title-generator","Product Title Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=84; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","84","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"project-name-generator","Project Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=46; metaDescriptionLength=95; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","46","95","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"purchase-order-generator","Purchase Order Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:weak_related_links","seo_metadata_review: titleLength=45; metaDescriptionLength=91; h1Matches=true. || weak_related_links: Only 0 related tool cards found.","no","yes","no","45","91","4","0","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"qr-code-text-generator","QR Code Text Generator","utility-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=85; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","85","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"quest-generator","Quest Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=37; metaDescriptionLength=85; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","37","85","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"quiz-generator","Quiz Question Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=72; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","72","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"quotation-generator","Quotation Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:weak_related_links","seo_metadata_review: titleLength=40; metaDescriptionLength=86; h1Matches=true. || weak_related_links: Only 0 related tool cards found.","no","yes","no","40","86","4","0","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","review","pass","pass","pass","pass","pass","pass","pass"
"raffle-generator","Raffle Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=39; metaDescriptionLength=66; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","39","66","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-choice-generator","Random Choice Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=40; metaDescriptionLength=71; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","40","71","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-color-generator","Random Color Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=74; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","74","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-country-generator","Random Country Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=83; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","83","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-date-generator","Random Date Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=39; metaDescriptionLength=82; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","39","82","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-emoji-generator","Random Emoji Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=41; metaDescriptionLength=76; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","41","76","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-height-generator","Random Height Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=70; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","70","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-id-generator","Random ID Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=40; metaDescriptionLength=67; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","40","67","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-letter-generator","Random Letter Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=63; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","63","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-list-generator","Random List Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=53; metaDescriptionLength=61; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","53","61","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-phrase-generator","Random Phrase Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=97; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","97","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-question-generator","Random Question Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=90; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","90","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-text-generator","Random Text Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=46; metaDescriptionLength=91; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","46","91","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"random-word-generator","Random Word Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=53; metaDescriptionLength=79; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","53","79","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"regex-generator","Regex Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=45; metaDescriptionLength=88; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","45","88","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"repeat-text-generator","Repeat Text Generator","utility-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=82; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","82","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"research-question-generator","Research Question Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=48; metaDescriptionLength=77; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","48","77","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"restaurant-name-generator","Restaurant Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=56; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","56","0","2","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"resume-summary-generator","Resume Summary Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=85; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","85","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"rgb-generator","RGB Color Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=41; metaDescriptionLength=82; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","41","82","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"riddle-generator","Riddle Generator","random-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=46; metaDescriptionLength=73; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","46","73","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"rpg-character-generator","RPG Character Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=87; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","87","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"rubric-generator","Rubric Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=71; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","71","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"sales-email-generator","Sales Email Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=63; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","63","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"salon-name-generator","Salon Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=52; metaDescriptionLength=63; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","52","63","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"schema-tag-generator","Schema Markup Generator","seo-generators","yes","should_fix","2","0","1","1","should_fix:generic_or_thin_faqs|nice_to_have:intro_content_thin_or_keyword_light","generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad. || intro_content_thin_or_keyword_light: Source description is short or not clearly aligned with the primary keyword.","no","yes","no","49","121","0","3","yes","yes","yes","pass","pass","pass","pass","pass","review","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"school-name-generator","School Name Generator","gaming-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=54; metaDescriptionLength=89; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","54","89","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"sentence-generator","Sentence Generator","ai-writing-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=101; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","101","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"seo-title-generator","SEO Title Generator","seo-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=44; metaDescriptionLength=89; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","44","89","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"shop-name-generator","Shop Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=48; metaDescriptionLength=89; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","48","89","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"sku-generator","SKU Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=39; metaDescriptionLength=72; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","39","72","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"slogan-generator","Slogan Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=47; metaDescriptionLength=73; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","47","73","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"slug-generator","URL Slug Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=38; metaDescriptionLength=95; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","38","95","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"snapchat-name-generator","Snapchat Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=39; metaDescriptionLength=70; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","39","70","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"social-media-post-generator","Social Media Post Generator","bio-caption-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=75; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","75","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"song-name-generator","Song Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=43; metaDescriptionLength=95; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","43","95","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"special-character-generator","Special Character Generator","text-font-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=50; metaDescriptionLength=109; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","50","109","0","3","no","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"sql-query-generator","SQL Query Generator","developer-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=42; metaDescriptionLength=81; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","42","81","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"stage-name-generator","Stage Name Generator","creative-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=51; metaDescriptionLength=91; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","51","91","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
"startup-name-generator","Startup Name Generator","business-generators","yes","should_fix","2","0","2","0","should_fix:seo_metadata_review|should_fix:generic_or_thin_faqs","seo_metadata_review: titleLength=49; metaDescriptionLength=76; h1Matches=true. || generic_or_thin_faqs: FAQ count=0; at least one FAQ appears generic or too broad.","no","yes","no","49","76","0","3","yes","yes","yes","pass","pass","pass","pass","review","pass","pass","review","pass","pass","pass","pass","pass","pass","pass","pass","pass","pass"
