scope,check,status,details
"pt/gerador-de-paragrafos","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-paragrafos","language switch same tool","PASS","en:https://taptogen.com/tools/paragraph-generator/ es:https://taptogen.com/es/tools/generador-de-parrafos/ fr:https://taptogen.com/fr/tools/generateur-de-paragraphes/ de:https://taptogen.com/de/tools/absatz-generator/ pt:https://taptogen.com/pt/tools/gerador-de-paragrafos/ it:https://taptogen.com/it/tools/generatore-di-paragrafi/ pl:https://taptogen.com/pl/tools/generator-akapitow/ x-default:https://taptogen.com/tools/paragraph-generator/"
"pt/gerador-de-paragrafos","no localhost/vercel host","PASS",""
"pt/gerador-de-paragrafos","title/description/h1 present","PASS","Gerador de parágrafos gratis | Crie rascunhos e ideias de escrita para conteúdo, estudos, lojas e projetos criativos. Use Gerador de parágrafos para obter rascunhos alinhados a gerador de parágrafos. | Gerador de parágrafos"
"pt/gerador-de-paragrafos","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-paragrafos","unsupported promise safety","PASS",""
"pt/gerador-de-paragrafos","localized meta language","PASS",""
"pt/gerador-de-paragrafos","standalone localized body length","PASS","8225"
"pt/gerador-de-perguntas-frequentes","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-perguntas-frequentes","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-perguntas-frequentes/"
"pt/gerador-de-perguntas-frequentes","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-perguntas-frequentes","language switch same tool","PASS","en:https://taptogen.com/tools/faq-generator/ es:https://taptogen.com/es/tools/generador-de-preguntas-frecuentes/ fr:https://taptogen.com/fr/tools/generateur-de-faq/ de:https://taptogen.com/de/tools/faq-generator/ pt:https://taptogen.com/pt/tools/gerador-de-perguntas-frequentes/ it:https://taptogen.com/it/tools/generatore-di-faq/ pl:https://taptogen.com/pl/tools/generator-faq/ x-default:https://taptogen.com/tools/faq-generator/"
"pt/gerador-de-perguntas-frequentes","no localhost/vercel host","PASS",""
"pt/gerador-de-perguntas-frequentes","title/description/h1 present","PASS","Gerador de perguntas frequentes gratis | Prepare rascunhos para SEO técnico, metadados e conteúdo que precisa de revisao. Use Gerador de perguntas frequentes para obter rascunhos alinhados a gerador de perguntas frequentes. | Gerador de perguntas frequentes"
"pt/gerador-de-perguntas-frequentes","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-perguntas-frequentes","unsupported promise safety","PASS",""
"pt/gerador-de-perguntas-frequentes","localized meta language","PASS",""
"pt/gerador-de-perguntas-frequentes","standalone localized body length","PASS","8035"
"pt/gerador-de-robots-txt","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-robots-txt","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-robots-txt/"
"pt/gerador-de-robots-txt","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-robots-txt","language switch same tool","PASS","en:https://taptogen.com/tools/robots-txt-generator/ es:https://taptogen.com/es/tools/generador-de-robots-txt/ fr:https://taptogen.com/fr/tools/generateur-robots-txt/ de:https://taptogen.com/de/tools/robots-txt-generator/ pt:https://taptogen.com/pt/tools/gerador-de-robots-txt/ it:https://taptogen.com/it/tools/generatore-di-robots-txt/ pl:https://taptogen.com/pl/tools/generator-robots-txt/ x-default:https://taptogen.com/tools/robots-txt-generator/"
"pt/gerador-de-robots-txt","no localhost/vercel host","PASS",""
"pt/gerador-de-robots-txt","title/description/h1 present","PASS","Gerador de robots.txt gratis | Prepare rascunhos para SEO técnico, metadados e conteúdo que precisa de revisao. Use Gerador de robots.txt para obter rascunhos alinhados a gerador de robots.txt. | Gerador de robots.txt"
"pt/gerador-de-robots-txt","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-robots-txt","unsupported promise safety","PASS",""
"pt/gerador-de-robots-txt","localized meta language","PASS",""
"pt/gerador-de-robots-txt","standalone localized body length","PASS","7886"
"pt/gerador-de-segundo-nome","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-segundo-nome","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-segundo-nome/"
"pt/gerador-de-segundo-nome","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-segundo-nome","language switch same tool","PASS","en:https://taptogen.com/tools/middle-name-generator/ es:https://taptogen.com/es/tools/generador-de-segundo-nombre/ fr:https://taptogen.com/fr/tools/generateur-de-deuxieme-prenom/ de:https://taptogen.com/de/tools/zweiter-vorname-generator/ pt:https://taptogen.com/pt/tools/gerador-de-segundo-nome/ it:https://taptogen.com/it/tools/generatore-di-secondo-nome/ pl:https://taptogen.com/pl/tools/generator-drugiego-imienia/ x-default:https://taptogen.com/tools/middle-name-generator/"
"pt/gerador-de-segundo-nome","no localhost/vercel host","PASS",""
"pt/gerador-de-segundo-nome","title/description/h1 present","PASS","Gerador de segundo nome gratis | Crie ideias de nomes claras para projetos, personagens, marcas ou listas pessoais. Use Gerador de segundo nome para obter rascunhos alinhados a gerador de segundo nome. | Gerador de segundo nome"
"pt/gerador-de-segundo-nome","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-segundo-nome","unsupported promise safety","PASS",""
"pt/gerador-de-segundo-nome","localized meta language","PASS",""
"pt/gerador-de-segundo-nome","standalone localized body length","PASS","8100"
"pt/gerador-de-slogans","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-slogans","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-slogans/"
"pt/gerador-de-slogans","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-slogans","language switch same tool","PASS","en:https://taptogen.com/tools/slogan-generator/ es:https://taptogen.com/es/tools/generador-de-slogans/ fr:https://taptogen.com/fr/tools/generateur-de-slogan/ de:https://taptogen.com/de/tools/slogan-generator/ pt:https://taptogen.com/pt/tools/gerador-de-slogans/ it:https://taptogen.com/it/tools/generatore-di-slogan/ pl:https://taptogen.com/pl/tools/generator-sloganow/ x-default:https://taptogen.com/tools/slogan-generator/"
"pt/gerador-de-slogans","no localhost/vercel host","PASS",""
"pt/gerador-de-slogans","title/description/h1 present","PASS","Gerador de slogans gratis | Crie ideias comerciais para marcas, empresas, produtos e projetos profissionais. Use Gerador de slogans para obter rascunhos alinhados a gerador de slogans. | Gerador de slogans"
"pt/gerador-de-slogans","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-slogans","unsupported promise safety","PASS",""
"pt/gerador-de-slogans","localized meta language","PASS",""
"pt/gerador-de-slogans","standalone localized body length","PASS","7911"
"pt/gerador-de-sobrenomes","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-sobrenomes","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-sobrenomes/"
"pt/gerador-de-sobrenomes","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-sobrenomes","language switch same tool","PASS","en:https://taptogen.com/tools/last-name-generator/ es:https://taptogen.com/es/tools/generador-de-apellidos/ fr:https://taptogen.com/fr/tools/generateur-de-noms-de-famille/ de:https://taptogen.com/de/tools/nachnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-sobrenomes/ it:https://taptogen.com/it/tools/generatore-di-cognomi/ pl:https://taptogen.com/pl/tools/generator-nazwisk/ x-default:https://taptogen.com/tools/last-name-generator/"
"pt/gerador-de-sobrenomes","no localhost/vercel host","PASS",""
"pt/gerador-de-sobrenomes","title/description/h1 present","PASS","Gerador de sobrenomes gratis | Crie ideias de nomes claras para projetos, personagens, marcas ou listas pessoais. Use Gerador de sobrenomes para obter rascunhos alinhados a gerador de sobrenomes. | Gerador de sobrenomes"
"pt/gerador-de-sobrenomes","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-sobrenomes","unsupported promise safety","PASS",""
"pt/gerador-de-sobrenomes","localized meta language","PASS",""
"pt/gerador-de-sobrenomes","standalone localized body length","PASS","8101"
"pt/gerador-de-tag-canonical","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-tag-canonical","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-tag-canonical/"
"pt/gerador-de-tag-canonical","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-tag-canonical","language switch same tool","PASS","en:https://taptogen.com/tools/canonical-tag-generator/ es:https://taptogen.com/es/tools/generador-de-etiqueta-canonical/ fr:https://taptogen.com/fr/tools/generateur-de-balise-canonique/ de:https://taptogen.com/de/tools/canonical-tag-generator/ pt:https://taptogen.com/pt/tools/gerador-de-tag-canonical/ it:https://taptogen.com/it/tools/generatore-di-tag-canonical/ pl:https://taptogen.com/pl/tools/generator-tagu-canonical/ x-default:https://taptogen.com/tools/canonical-tag-generator/"
"pt/gerador-de-tag-canonical","no localhost/vercel host","PASS",""
"pt/gerador-de-tag-canonical","title/description/h1 present","PASS","Gerador de tag canônical gratis | Prepare rascunhos para SEO técnico, metadados e conteúdo que precisa de revisao. Use Gerador de tag canônical para obter rascunhos alinhados a gerador de tag canônical. | Gerador de tag canônical"
"pt/gerador-de-tag-canonical","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-tag-canonical","unsupported promise safety","PASS",""
"pt/gerador-de-tag-canonical","localized meta language","PASS",""
"pt/gerador-de-tag-canonical","standalone localized body length","PASS","7952"
"pt/gerador-de-tags-para-video","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-tags-para-video","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-tags-para-video/"
"pt/gerador-de-tags-para-video","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-tags-para-video","language switch same tool","PASS","en:https://taptogen.com/tools/youtube-tag-generator/ es:https://taptogen.com/es/tools/generador-de-etiquetas-para-videos/ fr:https://taptogen.com/fr/tools/generateur-de-tags-video/ de:https://taptogen.com/de/tools/video-tags-generator/ pt:https://taptogen.com/pt/tools/gerador-de-tags-para-video/ it:https://taptogen.com/it/tools/generatore-di-tag-video/ pl:https://taptogen.com/pl/tools/generator-tagow-wideo/ x-default:https://taptogen.com/tools/youtube-tag-generator/"
"pt/gerador-de-tags-para-video","no localhost/vercel host","PASS",""
"pt/gerador-de-tags-para-video","title/description/h1 present","PASS","Gerador de tags para vídeo gratis | Prepare rascunhos para SEO técnico, metadados e conteúdo que precisa de revisao. Use Gerador de tags para vídeo para obter rascunhos alinhados a gerador de tags para vídeo. | Gerador de tags para vídeo"
"pt/gerador-de-tags-para-video","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-tags-para-video","unsupported promise safety","PASS",""
"pt/gerador-de-tags-para-video","localized meta language","PASS",""
"pt/gerador-de-tags-para-video","standalone localized body length","PASS","7952"
"pt/gerador-de-titulos-seo","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/gerador-de-titulos-seo","self canonical","PASS","https://taptogen.com/pt/tools/gerador-de-titulos-seo/"
"pt/gerador-de-titulos-seo","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/gerador-de-titulos-seo","language switch same tool","PASS","en:https://taptogen.com/tools/seo-title-generator/ es:https://taptogen.com/es/tools/generador-de-titulos-seo/ fr:https://taptogen.com/fr/tools/generateur-de-titre-seo/ de:https://taptogen.com/de/tools/seo-titel-generator/ pt:https://taptogen.com/pt/tools/gerador-de-titulos-seo/ it:https://taptogen.com/it/tools/generatore-di-titoli-seo/ pl:https://taptogen.com/pl/tools/generator-tytulow-seo/ x-default:https://taptogen.com/tools/seo-title-generator/"
"pt/gerador-de-titulos-seo","no localhost/vercel host","PASS",""
"pt/gerador-de-titulos-seo","title/description/h1 present","PASS","Gerador de títulos SEO gratis | Prepare rascunhos para SEO técnico, metadados e conteúdo que precisa de revisao. Use Gerador de títulos SEO para obter rascunhos alinhados a gerador de títulos SEO. | Gerador de títulos SEO"
"pt/gerador-de-titulos-seo","local diacritics/phrasing evidence","PASS",""
"pt/gerador-de-titulos-seo","unsupported promise safety","PASS",""
"pt/gerador-de-titulos-seo","localized meta language","PASS",""
"pt/gerador-de-titulos-seo","standalone localized body length","PASS","7901"
"pt/ideias-para-escrever","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/ideias-para-escrever","self canonical","PASS","https://taptogen.com/pt/tools/ideias-para-escrever/"
"pt/ideias-para-escrever","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/ideias-para-escrever","language switch same tool","PASS","en:https://taptogen.com/tools/writing-prompt-generator/ es:https://taptogen.com/es/tools/ideas-para-escribir/ fr:https://taptogen.com/fr/tools/generateur-didees-decriture/ de:https://taptogen.com/de/tools/schreibimpulse-generator/ pt:https://taptogen.com/pt/tools/ideias-para-escrever/ it:https://taptogen.com/it/tools/idee-per-scrivere/ pl:https://taptogen.com/pl/tools/pomysly-do-pisania/ x-default:https://taptogen.com/tools/writing-prompt-generator/"
"pt/ideias-para-escrever","no localhost/vercel host","PASS",""
"pt/ideias-para-escrever","title/description/h1 present","PASS","Gerador de ideias para escrever gratis | Crie rascunhos e ideias de escrita para conteúdo, estudos, lojas e projetos criativos. Use Gerador de ideias para escrever para obter rascunhos alinhados a ideias para escrever. | Gerador de ideias para escrever"
"pt/ideias-para-escrever","local diacritics/phrasing evidence","PASS",""
"pt/ideias-para-escrever","unsupported promise safety","PASS",""
"pt/ideias-para-escrever","localized meta language","PASS",""
"pt/ideias-para-escrever","standalone localized body length","PASS","8249"
"pt/inverter-texto","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/inverter-texto","self canonical","PASS","https://taptogen.com/pt/tools/inverter-texto/"
"pt/inverter-texto","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/inverter-texto","language switch same tool","PASS","en:https://taptogen.com/tools/reverse-text-generator/ es:https://taptogen.com/es/tools/invertir-texto/ fr:https://taptogen.com/fr/tools/inverser-texte/ de:https://taptogen.com/de/tools/text-umdrehen/ pt:https://taptogen.com/pt/tools/inverter-texto/ it:https://taptogen.com/it/tools/invertire-testo/ pl:https://taptogen.com/pl/tools/odwracanie-tekstu/ x-default:https://taptogen.com/tools/reverse-text-generator/"
"pt/inverter-texto","no localhost/vercel host","PASS",""
"pt/inverter-texto","title/description/h1 present","PASS","Inverter texto gratis | Transforme texto em formatos copiaveis para perfis, mensagens e conteúdo rápido. Use Inverter texto para obter rascunhos alinhados a inverter texto. | Inverter texto"
"pt/inverter-texto","local diacritics/phrasing evidence","PASS",""
"pt/inverter-texto","unsupported promise safety","PASS",""
"pt/inverter-texto","localized meta language","PASS",""
"pt/inverter-texto","standalone localized body length","PASS","7989"
"pt/letras-bonitas","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/letras-bonitas","self canonical","PASS","https://taptogen.com/pt/tools/letras-bonitas/"
"pt/letras-bonitas","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/letras-bonitas","language switch same tool","PASS","en:https://taptogen.com/tools/fancy-text-generator/ es:https://taptogen.com/es/tools/letras-bonitas/ fr:https://taptogen.com/fr/tools/generateur-de-texte-stylise/ de:https://taptogen.com/de/tools/schriftgenerator/ pt:https://taptogen.com/pt/tools/letras-bonitas/ it:https://taptogen.com/it/tools/testo-elegante/ pl:https://taptogen.com/pl/tools/generator-ladnego-tekstu/ x-default:https://taptogen.com/tools/fancy-text-generator/"
"pt/letras-bonitas","no localhost/vercel host","PASS",""
"pt/letras-bonitas","title/description/h1 present","PASS","Gerador de letras bonitas gratis | Transforme texto em formatos copiaveis para perfis, mensagens e conteúdo rápido. Use Gerador de letras bonitas para obter rascunhos alinhados a letras bonitas. | Gerador de letras bonitas"
"pt/letras-bonitas","local diacritics/phrasing evidence","PASS",""
"pt/letras-bonitas","unsupported promise safety","PASS",""
"pt/letras-bonitas","localized meta language","PASS",""
"pt/letras-bonitas","standalone localized body length","PASS","7983"
"pt/letras-cursivas","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/letras-cursivas","self canonical","PASS","https://taptogen.com/pt/tools/letras-cursivas/"
"pt/letras-cursivas","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/letras-cursivas","language switch same tool","PASS","en:https://taptogen.com/tools/cursive-text-generator/ es:https://taptogen.com/es/tools/letras-cursivas/ fr:https://taptogen.com/fr/tools/texte-cursif/ de:https://taptogen.com/de/tools/kursivschrift-generator/ pt:https://taptogen.com/pt/tools/letras-cursivas/ it:https://taptogen.com/it/tools/testo-corsivo-decorativo/ pl:https://taptogen.com/pl/tools/tekst-kursywa-ozdobna/ x-default:https://taptogen.com/tools/cursive-text-generator/"
"pt/letras-cursivas","no localhost/vercel host","PASS",""
"pt/letras-cursivas","title/description/h1 present","PASS","Gerador de letras cursivas gratis | Transforme texto em formatos copiaveis para perfis, mensagens e conteúdo rápido. Use Gerador de letras cursivas para obter rascunhos alinhados a letras cursivas. | Gerador de letras cursivas"
"pt/letras-cursivas","local diacritics/phrasing evidence","PASS",""
"pt/letras-cursivas","unsupported promise safety","PASS",""
"pt/letras-cursivas","localized meta language","PASS",""
"pt/letras-cursivas","standalone localized body length","PASS","8048"
"pt/letras-pequenas","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/letras-pequenas","self canonical","PASS","https://taptogen.com/pt/tools/letras-pequenas/"
"pt/letras-pequenas","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/letras-pequenas","language switch same tool","PASS","en:https://taptogen.com/tools/small-text-generator/ es:https://taptogen.com/es/tools/letras-pequenas/ fr:https://taptogen.com/fr/tools/petit-texte/ de:https://taptogen.com/de/tools/kleiner-text-generator/ pt:https://taptogen.com/pt/tools/letras-pequenas/ it:https://taptogen.com/it/tools/testo-piccolo/ pl:https://taptogen.com/pl/tools/maly-tekst/ x-default:https://taptogen.com/tools/small-text-generator/"
"pt/letras-pequenas","no localhost/vercel host","PASS",""
"pt/letras-pequenas","title/description/h1 present","PASS","Gerador de letras pequenas gratis | Transforme texto em formatos copiaveis para perfis, mensagens e conteúdo rápido. Use Gerador de letras pequenas para obter rascunhos alinhados a letras pequenas. | Gerador de letras pequenas"
"pt/letras-pequenas","local diacritics/phrasing evidence","PASS",""
"pt/letras-pequenas","unsupported promise safety","PASS",""
"pt/letras-pequenas","localized meta language","PASS",""
"pt/letras-pequenas","standalone localized body length","PASS","8085"
"pt/texto-em-negrito","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/texto-em-negrito","self canonical","PASS","https://taptogen.com/pt/tools/texto-em-negrito/"
"pt/texto-em-negrito","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/texto-em-negrito","language switch same tool","PASS","en:https://taptogen.com/tools/bold-text-generator/ es:https://taptogen.com/es/tools/texto-en-negrita/ fr:https://taptogen.com/fr/tools/texte-gras/ de:https://taptogen.com/de/tools/fettschrift-generator/ pt:https://taptogen.com/pt/tools/texto-em-negrito/ it:https://taptogen.com/it/tools/testo-in-grassetto/ pl:https://taptogen.com/pl/tools/pogrubiony-tekst/ x-default:https://taptogen.com/tools/bold-text-generator/"
"pt/texto-em-negrito","no localhost/vercel host","PASS",""
"pt/texto-em-negrito","title/description/h1 present","PASS","Gerador de texto em negrito gratis | Transforme texto em formatos copiaveis para perfis, mensagens e conteúdo rápido. Use Gerador de texto em negrito para obter rascunhos alinhados a texto em negrito. | Gerador de texto em negrito"
"pt/texto-em-negrito","local diacritics/phrasing evidence","PASS",""
"pt/texto-em-negrito","unsupported promise safety","PASS",""
"pt/texto-em-negrito","localized meta language","PASS",""
"pt/texto-em-negrito","standalone localized body length","PASS","8113"
"pt/texto-italico","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"pt/texto-italico","self canonical","PASS","https://taptogen.com/pt/tools/texto-italico/"
"pt/texto-italico","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"pt/texto-italico","language switch same tool","PASS","en:https://taptogen.com/tools/italic-text-generator/ es:https://taptogen.com/es/tools/texto-italica/ fr:https://taptogen.com/fr/tools/texte-italique/ de:https://taptogen.com/de/tools/kursiver-text-generator/ pt:https://taptogen.com/pt/tools/texto-italico/ it:https://taptogen.com/it/tools/testo-italico/ pl:https://taptogen.com/pl/tools/tekst-italik/ x-default:https://taptogen.com/tools/italic-text-generator/"
"pt/texto-italico","no localhost/vercel host","PASS",""
"pt/texto-italico","title/description/h1 present","PASS","Gerador de texto itálico gratis | Transforme texto em formatos copiaveis para perfis, mensagens e conteúdo rápido. Use Gerador de texto itálico para obter rascunhos alinhados a texto itálico. | Gerador de texto itálico"
"pt/texto-italico","local diacritics/phrasing evidence","PASS",""
"pt/texto-italico","unsupported promise safety","PASS",""
"pt/texto-italico","localized meta language","PASS",""
"pt/texto-italico","standalone localized body length","PASS","8049"
"it/contatore-di-parole","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"it/contatore-di-parole","self canonical","PASS","https://taptogen.com/it/tools/contatore-di-parole/"
"it/contatore-di-parole","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"it/contatore-di-parole","language switch same tool","PASS","en:https://taptogen.com/tools/word-counter/ es:https://taptogen.com/es/tools/contador-de-palabras/ fr:https://taptogen.com/fr/tools/compteur-de-mots/ de:https://taptogen.com/de/tools/wortzaehler/ pt:https://taptogen.com/pt/tools/contador-de-palavras/ it:https://taptogen.com/it/tools/contatore-di-parole/ pl:https://taptogen.com/pl/tools/licznik-slow/ x-default:https://taptogen.com/tools/word-counter/"
"it/contatore-di-parole","no localhost/vercel host","PASS",""
"it/contatore-di-parole","title/description/h1 present","PASS","Contatore di parole gratis | Trasforma testo in formati copiabili per profili, messaggi e contenuti veloci. Usa Contatore di parole per ottenere bozze coerenti con contatore di parole. | Contatore di parole"
"it/contatore-di-parole","local diacritics/phrasing evidence","PASS",""
"it/contatore-di-parole","unsupported promise safety","PASS",""
"it/contatore-di-parole","localized meta language","PASS",""
"it/contatore-di-parole","standalone localized body length","PASS","8003"
"it/convertitore-maiuscole-minuscole","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"it/convertitore-maiuscole-minuscole","self canonical","PASS","https://taptogen.com/it/tools/convertitore-maiuscole-minuscole/"
"it/convertitore-maiuscole-minuscole","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"it/convertitore-maiuscole-minuscole","language switch same tool","PASS","en:https://taptogen.com/tools/text-case-converter/ es:https://taptogen.com/es/tools/convertidor-de-mayusculas-y-minusculas/ fr:https://taptogen.com/fr/tools/convertisseur-majuscules-minuscules/ de:https://taptogen.com/de/tools/gross-kleinschreibung-umwandeln/ pt:https://taptogen.com/pt/tools/conversor-de-maiusculas-e-minusculas/ it:https://taptogen.com/it/tools/convertitore-maiuscole-minuscole/ pl:https://taptogen.com/pl/tools/konwerter-wielkosci-liter/ x-default:https://taptogen.com/tools/text-case-converter/"
"it/convertitore-maiuscole-minuscole","no localhost/vercel host","PASS",""
"it/convertitore-maiuscole-minuscole","title/description/h1 present","PASS","Convertitore maiuscole minuscole gratis | Trasforma testo in formati copiabili per profili, messaggi e contenuti veloci. Usa Convertitore maiuscole minuscole per ottenere bozze coerenti con convertitore maiuscole minuscole. | Convertitore maiuscole minuscole"
"it/convertitore-maiuscole-minuscole","local diacritics/phrasing evidence","PASS",""
"it/convertitore-maiuscole-minuscole","unsupported promise safety","PASS",""
"it/convertitore-maiuscole-minuscole","localized meta language","PASS",""
"it/convertitore-maiuscole-minuscole","standalone localized body length","PASS","8366"
"it/generatore-di-brand-kit","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"it/generatore-di-brand-kit","self canonical","PASS","https://taptogen.com/it/tools/generatore-di-brand-kit/"
"it/generatore-di-brand-kit","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"it/generatore-di-brand-kit","language switch same tool","PASS","en:https://taptogen.com/tools/brand-kit-generator/ es:https://taptogen.com/es/tools/generador-de-kit-de-marca/ fr:https://taptogen.com/fr/tools/generateur-de-kit-de-marque/ de:https://taptogen.com/de/tools/markenkit-generator/ pt:https://taptogen.com/pt/tools/gerador-de-kit-de-marca/ it:https://taptogen.com/it/tools/generatore-di-brand-kit/ pl:https://taptogen.com/pl/tools/generator-zestawu-marki/ x-default:https://taptogen.com/tools/brand-kit-generator/"
"it/generatore-di-brand-kit","no localhost/vercel host","PASS",""
"it/generatore-di-brand-kit","title/description/h1 present","PASS","Generatore di brand kit gratis | Crea idee commerciali per brand, aziende, prodotti e progetti professionali. Usa Generatore di brand kit per ottenere bozze coerenti con generatore di brand kit. | Generatore di brand kit"
"it/generatore-di-brand-kit","local diacritics/phrasing evidence","PASS",""
"it/generatore-di-brand-kit","unsupported promise safety","PASS",""
"it/generatore-di-brand-kit","localized meta language","PASS",""
"it/generatore-di-brand-kit","standalone localized body length","PASS","8012"
"it/generatore-di-cognomi","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"it/generatore-di-cognomi","self canonical","PASS","https://taptogen.com/it/tools/generatore-di-cognomi/"
"it/generatore-di-cognomi","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"it/generatore-di-cognomi","language switch same tool","PASS","en:https://taptogen.com/tools/last-name-generator/ es:https://taptogen.com/es/tools/generador-de-apellidos/ fr:https://taptogen.com/fr/tools/generateur-de-noms-de-famille/ de:https://taptogen.com/de/tools/nachnamen-generator/ pt:https://taptogen.com/pt/tools/gerador-de-sobrenomes/ it:https://taptogen.com/it/tools/generatore-di-cognomi/ pl:https://taptogen.com/pl/tools/generator-nazwisk/ x-default:https://taptogen.com/tools/last-name-generator/"
"it/generatore-di-cognomi","no localhost/vercel host","PASS",""
"it/generatore-di-cognomi","title/description/h1 present","PASS","Generatore di cognomi gratis | Crea idee di nomi chiare per progetti, personaggi, brand o liste personali. Usa Generatore di cognomi per ottenere bozze coerenti con generatore di cognomi. | Generatore di cognomi"
"it/generatore-di-cognomi","local diacritics/phrasing evidence","PASS",""
"it/generatore-di-cognomi","unsupported promise safety","PASS",""
"it/generatore-di-cognomi","localized meta language","PASS",""
"it/generatore-di-cognomi","standalone localized body length","PASS","8063"
"it/generatore-di-descrizioni-prodotto","index/follow render","PASS","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"
"it/generatore-di-descrizioni-prodotto","self canonical","PASS","https://taptogen.com/it/tools/generatore-di-descrizioni-prodotto/"
"it/generatore-di-descrizioni-prodotto","hreflang complete","PASS","de|en|es|fr|it|pl|pt|x-default"
"it/generatore-di-descrizioni-prodotto","language switch same tool","PASS","en:https://taptogen.com/tools/product-description-generator/ es:https://taptogen.com/es/tools/generador-de-descripciones-de-productos/ fr:https://taptogen.com/fr/tools/generateur-de-description-produit/ de:https://taptogen.com/de/tools/produktbeschreibung-generator/ pt:https://taptogen.com/pt/tools/gerador-de-descricoes-de-produtos/ it:https://taptogen.com/it/tools/generatore-di-descrizioni-prodotto/ pl:https://taptogen.com/pl/tools/generator-opisow-produktow/ x-default:https://taptogen.com/tools/product-description-generator/"
"it/generatore-di-descrizioni-prodotto","no localhost/vercel host","PASS",""
