slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
dummy-data-generator,Dummy Data Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
random-address-generator,Random Address Generator,Random Generators,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
raffle-generator,Raffle Generator,Random Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
giveaway-generator,Giveaway Winner Generator,Random Generators,low,yes,okay,basic,none,Lower priority intent with limited expected return from another premium pass.,Defer from premium passes.,noindex_or_low_priority
character-backstory-generator,Character Backstory Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
worldbuilding-generator,Worldbuilding Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
roast-generator,Roast Generator,Random Generators,low,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
quiz-generator,Quiz Question Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
thesis-statement-generator,Thesis Statement Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
landing-page-copy-generator,Landing Page Copy Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
json-schema-generator,JSON Schema Generator,Developer & Web Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
typescript-type-generator,TypeScript Type Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
sql-query-generator,SQL Query Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
htaccess-generator,.htaccess Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
pwa-manifest-generator,PWA Manifest Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
form-generator,HTML Form Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
jwt-generator,JWT Token Generator,Developer & Web Generators,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
random-id-generator,Random ID Generator,Developer & Web Generators,noindex,yes,okay,basic,high,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.","Add ID families, entropy/format notes, prefix/suffix options, collision cautions, and copyable code fixtures.",needs_premium_upgrade
flashcard-generator,Flashcard Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
study-plan-generator,Study Plan Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
lesson-plan-generator,Lesson Plan Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
research-question-generator,Research Question Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
bibliography-generator,Bibliography Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
essay-topic-generator,Essay Topic Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
multiple-choice-generator,Multiple Choice Question Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
product-bullet-points-generator,Product Bullet Points Generator,Business & Brand Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
amazon-listing-generator,Amazon Listing Generator,Business & Brand Generators,high,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
etsy-listing-generator,Etsy Listing Generator,Business & Brand Generators,high,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
customer-persona-generator,Customer Persona Generator,Business & Brand Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
youtube-hook-generator,YouTube Hook Generator,Bio & Caption Generators,medium,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
linkedin-summary-generator,LinkedIn Summary Generator,Bio & Caption Generators,medium,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
sales-email-generator,Sales Email Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
follow-up-email-generator,Follow-Up Email Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
image-alt-text-generator,Image Alt Text Generator,SEO & Marketing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
video-prompt-generator,Video Prompt Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
productivity-prompt-generator,Productivity Prompt Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
brand-kit-generator,Brand Kit Generator,Business & Brand Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
random-list-generator,Random List Generator,Random Generators,noindex,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
random-color-generator,Random Color Generator,Random Generators,noindex,yes,okay,good,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
dnd-character-generator,D&D Character Generator,Gaming & Fantasy Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
dungeon-generator,Dungeon Generator,Gaming & Fantasy Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
worksheet-generator,Worksheet Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
rubric-generator,Rubric Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
assignment-generator,Assignment Generator,AI Text & Writing Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
graphql-query-generator,GraphQL Query Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
mock-api-generator,Mock API Generator,Developer & Web Generators,medium,yes,premium,premium,none,Pass 18 added option-aware intent-specific premium sections with copyable outputs.,No upgrade now; keep in regression QA.,premium_done
wheel-spinner-generator,Wheel Spinner Generator,Random Generators,low,yes,okay,basic,none,Lower priority intent with limited expected return from another premium pass.,Defer from premium passes.,noindex_or_low_priority
product-benefits-generator,Product Benefits Generator,Business & Brand Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
pattern-generator,CSS Pattern Generator,Developer & Web Generators,high,yes,okay,good,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
blob-generator,CSS Blob Generator,Developer & Web Generators,high,yes,okay,good,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
wave-generator,CSS Wave Generator,Developer & Web Generators,high,yes,okay,good,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
viking-name-generator,Viking Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
wizard-name-generator,Wizard Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,medium,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
japanese-name-generator,Japanese Name Generator,Name Generators,medium,yes,okay,basic,medium,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
korean-name-generator,Korean Name Generator,Name Generators,medium,yes,okay,basic,medium,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
city-name-generator,City Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
album-name-generator,Album Name Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
book-name-generator,Book Name Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
movie-name-generator,Movie Name Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
roblox-username-generator,Roblox Username Generator,Gaming & Fantasy Generators,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
tiktok-username-generator,TikTok Username Generator,Social Media Tools,low,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
receipt-generator,Receipt Generator,Business & Brand Generators,noindex,yes,okay,good,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
nda-generator,NDA Generator,Utility Generators,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
newsletter-name-generator,Newsletter Name Generator,Business Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
price-tag-generator,Price Tag Generator,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
product-tag-generator,Product Tag Generator,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
clothing-tag-generator,Clothing Tag Generator,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
minutes-of-meeting-generator,Minutes Of Meeting Generator,Business Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
event-name-generator,Event Name Generator,Business Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
college-name-generator,College Name Generator,Creative & Story Generators,high,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
diner-name-generator,Diner Name Generator,Business Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
flower-name-generator,Flower Name Generator,Creative & Story Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
newspaper-name-generator,Newspaper Name Generator,Creative & Story Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
plant-name-generator,Plant Name Generator,Creative & Story Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
sibling-name-generator,Sibling Name Generator,Human Name Generators,high,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
pick-a-name-generator,Pick A Name Generator,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
name-generator-wheel,Name Generator Wheel,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
cake-company-names-generator,Cake Company Names Generator,Business Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
car-name-generator,Car Name Generator,Creative & Story Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
title-name-generator,Title Name Generator,Creative & Story Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
geo-tag-generator,Geo Tag Generator,Utility Generators,low,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
pet-tag-generator,Pet Tag Generator,Utility Generators,high,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
dj-tag-generator,DJ Tag Generator,Utility Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
clan-tag-generator,Clan Tag Generator,Utility Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
hang-tag-generator,Hang Tag Generator,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
art-tag-generator,Art Tag Generator,Utility Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
email-tag-generator,Email Tag Generator,Utility Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
tag-team-name-generator,Tag Team Name Generator,Creative & Story Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
warrior-name-generator,Warrior Name Generator,Creative & Story Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
secret-santa-name-generator,Secret Santa Name Generator,Utility Generators,high,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
anagram-of-name-generator,Anagram Of Name Generator,Utility Generators,high,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
cyberpunk-name-generator,Cyberpunk Name Generator,Creative & Story Generators,high,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
goth-name-generator,Goth Name Generator,Creative & Story Generators,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
project-name-generator-keywords,Project Name Generator Keywords,Business Generators,low,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
scifi-name-generator,Sci-Fi Name Generator,Creative & Story Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
last-name-and-first-name-generator,First And Last Name Generator,Name Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
baby-name-generator-with-last-name,Baby Name Generator With Last Name,Name Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
nickname-generator-based-on-name,Nickname Generator Based On Name,Name Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
phonetic-spelling-of-name-generator,Phonetic Spelling Generator,Utility Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
name-combination-generator,Name Combination Generator,Utility Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
performer-names-generator,Performer Names Generator,Business Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
disc-jockey-names-generator,DJ Name Generator,Business Generators,medium,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
name-pronunciation-generator,Name Pronunciation Generator,Utility Generators,medium,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
fantasy-language-generator,Fantasy Language Generator,Writing Generators,high,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
color-palette-generator-from-name,Color Palette Generator From Name,Utility Generators,low,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
mountain-name-generator,Mountain Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
forest-name-generator,Forest Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
team-name-generator-using-keywords,Team Name Generator By Keyword,Utility Generators,medium,yes,strong,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
trademark-friendly-name-generator,Trademark-Friendly Name Generator,Business Generators,medium,yes,okay,good,none,"Safe tool has usable output or partial structured rendering, but expected incremental value is not high enough for the next premium batch.",Leave as-is for now; revisit after launch analytics.,good_enough
acceptable-use-policy-generator,Acceptable Use Policy Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
app-icon-generator,App Icon Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
app-name-generator,App Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
bakery-name-generator,Bakery Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
banner-generator,Banner Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
barbarian-name-generator,Barbarian Name Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
big-text-generator,Big Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
brat-text-generator,Brat Text Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
breadcrumb-generator,Breadcrumb Generator,Other,noindex,yes,okay,basic,high,"Safe, clear keyword intent remains mostly basic and can benefit from structured premium output, options, validation notes, previews, or copyable sections.","Add HTML, JSON-LD, aria labels, separator options, and SEO/accessibility checklist.",needs_premium_upgrade
bubble-text-generator,Bubble Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
business-card-generator,Business Card Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
castle-name-generator,Castle Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
channel-name-generator,Channel Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
chatgpt-prompt-generator,ChatGPT Prompt Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
club-name-generator,Club Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
cocktail-name-generator,Cocktail Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
contract-generator,Contract Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
cowboy-name-generator,Cowboy Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
css-code-generator,CSS Code Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
cursive-name-generator,Cursive Name Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
cute-text-generator,Cute Text Generator,Other,noindex,yes,okay,basic,none,No urgent premium gap found after the current upgrade passes.,Keep as-is until launch data identifies demand.,good_enough
dalle-prompt-generator,DALL-E Prompt Generator,Other,noindex,yes,basic,basic,none,"Sensitive, legal/security, platform/franchise, or abuse-adjacent intent; avoid premium expansion unless specifically reviewed.",Hold out of Pass 19; include only in safety/legal regression QA if needed.,hold_sensitive
dinosaur-name-generator,Dinosaur Name Generator,Other,noindex,yes,basic,basic,none,"Low strategic search value, novelty-heavy intent, or narrow fantasy/text effect use case after the major premium passes.",Do not select for Pass 19; defer unless analytics later proves demand.,noindex_or_low_priority
display-name-generator,Display Name Generator,Other,medium,yes,premium,premium,none,Current renderer already has strong slug-specific premium output with structured sections/cards and copy actions.,No upgrade now; keep in regression QA.,premium_done
