slug,name,category,indexable,overall_severity,issue_count,blocker_count,should_fix_count,nice_to_have_count,issue_codes,issue_details,tools_needing_premium_functionality_improvement,tools_needing_seo_content_improvement,should_reconsider_noindex,title_length,meta_description_length,faq_count,related_tool_count,has_tool_options,has_premium_controls,has_premium_guide_copy,unique_tool_intent,premium_tool_functionality,input_driven_output,non_generic_output,title_h1_meta,helpful_intro,useful_below_tool_content,specific_faqs,canonical,robots,related_links,duplicate_page_issue,risky_indexable,mojibake,unsafe_legacy_js,sitemap,ads_safe,layout_cls
font-pairing-generator,Font Pairing Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=51; metaDescriptionLength=165; h1Matches=true.,no,yes,no,51,165,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
blog-outline-generator,Blog Outline Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,45,108,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cold-email-generator,Cold Email Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,43,106,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
cover-letter-generator,Cover Letter Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,45,149,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
resume-summary-generator,Resume Summary Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,49,132,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
ad-copy-generator,Ad Copy Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=45; metaDescriptionLength=163; h1Matches=true.,no,yes,no,45,163,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
call-to-action-generator,Call to Action Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,53,138,3,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
product-description-generator,Product Description Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,58,143,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-emoji-generator,Random Emoji Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,51,136,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-country-generator,Random Country Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,53,138,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-date-generator,Random Date Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,135,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-choice-generator,Random Choice Generator,random-generators,yes,pass,0,0,0,0,,,no,no,no,52,137,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
game-idea-generator,Game Idea Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,48,158,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
rpg-character-generator,RPG Character Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,52,137,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
npc-generator,NPC Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,42,127,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
quest-generator,Quest Generator,gaming-generators,yes,pass,0,0,0,0,,,no,no,no,44,129,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
story-plot-generator,Story Plot Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,49,134,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
riddle-generator,Riddle Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,45,130,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
icebreaker-generator,Icebreaker Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=49; metaDescriptionLength=163; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,49,163,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
product-title-generator,Product Title Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,52,150,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
sku-generator,SKU Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,42,140,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
testimonial-generator,Testimonial Generator,ai-writing-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,50,137,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
keyword-generator,Keyword Generator,seo-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=46; metaDescriptionLength=167; h1Matches=true.,no,yes,no,46,167,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
faq-generator,FAQ Generator,seo-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=42; metaDescriptionLength=161; h1Matches=true.,no,yes,no,42,161,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
license-key-generator,License Key Generator,developer-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,43,80,0,3,no,yes,yes,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
recovery-code-generator,Recovery Code Generator,developer-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,45,82,0,3,no,yes,yes,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
coupon-code-generator,Coupon Code Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=49; metaDescriptionLength=169; h1Matches=true.,no,yes,no,49,169,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
barcode-generator,Barcode Text Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,46,135,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
refund-policy-generator,Refund Policy Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,45,81,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
shipping-policy-generator,Shipping Policy Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,57,128,5,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
affiliate-disclosure-generator,Affiliate Disclosure Generator,seo-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,52,88,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
invoice-generator,Invoice Generator,business-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,43,70,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
meeting-agenda-generator,Meeting Agenda Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=53; metaDescriptionLength=173; h1Matches=true.,no,yes,no,53,173,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
citation-generator,Citation Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=46; metaDescriptionLength=167; h1Matches=true.,no,yes,no,46,167,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
linkedin-post-generator,LinkedIn Post Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,45,78,0,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
facebook-post-generator,Facebook Post Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,47,100,0,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
headline-generator,Headline Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=47; metaDescriptionLength=161; h1Matches=true.,no,yes,no,47,161,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
meme-text-generator,Meme Text Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=48; metaDescriptionLength=163; h1Matches=true.,no,yes,no,48,163,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
startup-name-generator,Startup Name Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,51,149,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
photography-name-generator,Photography Business Name Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=55; metaDescriptionLength=162; h1Matches=true.,no,yes,no,55,162,4,4,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
art-name-generator,Art Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=46; metaDescriptionLength=162; h1Matches=true.,no,yes,no,46,162,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
avatar-name-generator,Avatar Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,49,154,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
video-game-name-generator,Video Game Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,44,155,4,4,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
text-summary-generator,Text Summary Generator,utility-generators,yes,pass,0,0,0,0,,,no,no,no,51,136,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
typography-generator,Typography Generator,text-font-generators,yes,pass,0,0,0,0,,,no,no,no,49,137,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
wordart-generator,Word Art Generator,text-font-generators,yes,nice_to_have,1,0,0,1,nice_to_have:no_visible_specialized_options,no_visible_specialized_options: Indexable page has no visible specialized options.,yes,no,no,54,110,4,4,no,yes,yes,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
social-media-post-generator,Social Media Post Generator,bio-caption-generators,yes,pass,0,0,0,0,,,no,no,no,56,141,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
email-subject-generator,Email Subject Line Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=57; metaDescriptionLength=170; h1Matches=true.,no,yes,no,57,170,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
drag-name-generator,Drag Queen Name Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=42; metaDescriptionLength=167; h1Matches=true.,no,yes,no,42,167,3,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
gamertag-generator,Gamertag Generator,gaming-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=35; metaDescriptionLength=164; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,35,164,3,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dragonborn-name-generator,Dragonborn Name Generator,gaming-generators,yes,nice_to_have,2,0,0,2,nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,no,no,53,159,4,3,no,yes,yes,pass,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
email-name-generator,Email Address Name Generator,business-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=57; metaDescriptionLength=168; h1Matches=true.,no,yes,no,57,168,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
synonym-generator,Synonym Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,46,131,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
footnote-generator,Footnote Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=47; metaDescriptionLength=181; h1Matches=true.,no,yes,no,47,181,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
all-caps-generator,ALL CAPS Generator,text-font-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=46; metaDescriptionLength=163; h1Matches=true.,no,yes,no,46,163,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
lowercase-generator,Lowercase Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options,seo_metadata_review: titleLength=48; metaDescriptionLength=173; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,48,173,4,3,no,yes,yes,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
corporate-speak-generator,Corporate Speak Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=53; metaDescriptionLength=177; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,53,177,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-word-generator,Random Word Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,50,135,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dialogue-tag-generator,Dialogue Tag Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,45,114,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
name-tag-generator,Name Tag Generator,utility-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,47,132,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
graffiti-text-generator,Graffiti Text Generator,text-font-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options,seo_metadata_review: titleLength=52; metaDescriptionLength=173; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,52,173,4,3,no,yes,yes,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
tag-cloud-generator,Tag Cloud Generator,seo-generators,yes,pass,0,0,0,0,,,no,no,no,48,143,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
blog-tag-generator,Blog Tag Generator,seo-generators,yes,pass,0,0,0,0,,,no,no,no,41,98,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-height-generator,Random Height Generator,random-generators,yes,should_fix,3,0,1,2,should_fix:generic_or_thin_faqs|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,generic_or_thin_faqs: FAQ count=0; FAQ answers should be specific and useful. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,52,137,0,4,no,yes,yes,pass,review,review,review,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
essay-title-generator,Essay Title Generator,ai-writing-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=174; h1Matches=true.,no,yes,no,50,174,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
ao3-tag-generator,AO3 Tag Generator,creative-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,35,102,0,3,no,yes,yes,pass,pass,pass,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
stable-diffusion-prompt-generator,Stable Diffusion Prompt Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,50,114,5,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
character-prompt-generator,Character Prompt Generator,creative-generators,yes,pass,0,0,0,0,,,no,no,no,49,111,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
content-brief-generator,Content Brief Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,46,104,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
press-release-generator,Press Release Generator,ai-writing-generators,yes,pass,0,0,0,0,,,no,no,no,52,137,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
author-bio-generator,Author Bio Generator,bio-caption-generators,yes,pass,0,0,0,0,,,no,no,no,43,106,4,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
x-post-generator,X/Twitter Post Generator,bio-caption-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,50,113,6,3,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
viral-hook-generator,Viral Hook Generator,ai-writing-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:intro_content_thin_or_keyword_light,seo_metadata_review: titleLength=48; metaDescriptionLength=161; h1Matches=true. || intro_content_thin_or_keyword_light: Source description could be more aligned with primary keyword.,no,yes,no,48,161,4,3,yes,yes,yes,pass,pass,pass,pass,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
content-calendar-generator,Content Calendar Generator,seo-generators,yes,should_fix,3,0,1,2,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options|nice_to_have:generic_initial_output_state,seo_metadata_review: titleLength=54; metaDescriptionLength=174; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options. || generic_initial_output_state: Initial output state may benefit from richer mode-specific examples.,yes,yes,no,54,174,4,3,no,yes,yes,pass,review,review,review,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
tagline-generator,Tagline Generator,business-generators,yes,pass,0,0,0,0,,,no,no,no,46,144,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
text-shadow-generator,CSS Text Shadow Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,50,151,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
css-grid-generator,CSS Grid Generator,developer-generators,yes,pass,0,0,0,0,,,no,no,no,41,105,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
flexbox-generator,CSS Flexbox Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=50; metaDescriptionLength=175; h1Matches=true.,no,yes,no,50,175,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
html-table-generator,HTML Table Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=49; metaDescriptionLength=175; h1Matches=true.,no,yes,no,49,175,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
dummy-data-generator,Dummy Data Generator,developer-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=48; metaDescriptionLength=163; h1Matches=true.,no,yes,no,48,163,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
random-address-generator,Random Address Generator,random-generators,no,blocker,1,1,0,0,blocker:sitemap_mismatch,sitemap_mismatch: Noindex page appears in sitemap.,no,no,no,46,106,0,3,no,yes,yes,pass,pass,pass,pass,pass,review,pass,review,pass,pass,pass,pass,pass,pass,pass,fail,pass,pass
raffle-generator,Raffle Generator,random-generators,yes,pass,0,0,0,0,,,no,no,no,45,130,4,4,yes,yes,yes,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
giveaway-generator,Giveaway Winner Generator,random-generators,yes,should_fix,2,0,1,1,should_fix:seo_metadata_review|nice_to_have:no_visible_specialized_options,seo_metadata_review: titleLength=54; metaDescriptionLength=181; h1Matches=true. || no_visible_specialized_options: Indexable page has no visible specialized options.,yes,yes,no,54,181,4,3,no,yes,yes,pass,review,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
character-backstory-generator,Character Backstory Generator,creative-generators,yes,should_fix,1,0,1,0,should_fix:seo_metadata_review,seo_metadata_review: titleLength=57; metaDescriptionLength=169; h1Matches=true.,no,yes,no,57,169,4,3,yes,yes,yes,pass,pass,pass,pass,review,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass
