slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
html-table-generator,HTML Table Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
dummy-data-generator,Dummy Data Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
random-address-generator,Random Address Generator,Random Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
raffle-generator,Raffle Generator,Random Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
giveaway-generator,Giveaway Winner Generator,Random Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
character-backstory-generator,Character Backstory Generator,Creative & Story Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
worldbuilding-generator,Worldbuilding Generator,Creative & Story Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
roast-generator,Roast Generator,Random Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
quiz-generator,Quiz Question Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
thesis-statement-generator,Thesis Statement Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
landing-page-copy-generator,Landing Page Copy Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
json-schema-generator,JSON Schema Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
typescript-type-generator,TypeScript Type Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
sql-query-generator,SQL Query Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
htaccess-generator,.htaccess Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
pwa-manifest-generator,PWA Manifest Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
form-generator,HTML Form Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
jwt-generator,JWT Token Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
random-id-generator,Random ID Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
flashcard-generator,Flashcard Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
study-plan-generator,Study Plan Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
lesson-plan-generator,Lesson Plan Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
research-question-generator,Research Question Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
bibliography-generator,Bibliography Generator,AI Text & Writing Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
essay-topic-generator,Essay Topic Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
multiple-choice-generator,Multiple Choice Question Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
product-bullet-points-generator,Product Bullet Points Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
amazon-listing-generator,Amazon Listing Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
etsy-listing-generator,Etsy Listing Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
customer-persona-generator,Customer Persona Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
youtube-hook-generator,YouTube Hook Generator,Bio & Caption Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
linkedin-summary-generator,LinkedIn Summary Generator,Bio & Caption Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
sales-email-generator,Sales Email Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
follow-up-email-generator,Follow-Up Email Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
image-alt-text-generator,Image Alt Text Generator,SEO & Marketing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
video-prompt-generator,Video Prompt Generator,Creative & Story Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
productivity-prompt-generator,Productivity Prompt Generator,AI Text & Writing Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
brand-kit-generator,Brand Kit Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
random-list-generator,Random List Generator,Random Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
random-color-generator,Random Color Generator,Random Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
dnd-character-generator,D&D Character Generator,Gaming & Fantasy Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
dungeon-generator,Dungeon Generator,Gaming & Fantasy Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
worksheet-generator,Worksheet Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
rubric-generator,Rubric Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
assignment-generator,Assignment Generator,AI Text & Writing Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
graphql-query-generator,GraphQL Query Generator,Developer & Web Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
mock-api-generator,Mock API Generator,Developer & Web Generators,noindex,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
wheel-spinner-generator,Wheel Spinner Generator,Random Generators,noindex,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
product-benefits-generator,Product Benefits Generator,Business & Brand Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
pattern-generator,CSS Pattern Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
blob-generator,CSS Blob Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
wave-generator,CSS Wave Generator,Developer & Web Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
viking-name-generator,Viking Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
wizard-name-generator,Wizard Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,medium,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
japanese-name-generator,Japanese Name Generator,Name Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
korean-name-generator,Korean Name Generator,Name Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
city-name-generator,City Name Generator,Gaming & Fantasy Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
album-name-generator,Album Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
book-name-generator,Book Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
movie-name-generator,Movie Name Generator,Creative & Story Generators,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
roblox-username-generator,Roblox Username Generator,Gaming & Fantasy Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
tiktok-username-generator,TikTok Username Generator,Social Media Tools,low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
receipt-generator,Receipt Generator,Business & Brand Generators,noindex,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
nda-generator,NDA Generator,Utility Generators,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
newsletter-name-generator,Newsletter Name Generator,Business Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
price-tag-generator,Price Tag Generator,Utility Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
product-tag-generator,Product Tag Generator,Utility Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
clothing-tag-generator,Clothing Tag Generator,Utility Generators,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
minutes-of-meeting-generator,Minutes Of Meeting Generator,Business Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
event-name-generator,Event Name Generator,Business Generators,Medium,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
college-name-generator,College Name Generator,Creative & Story Generators,High,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
diner-name-generator,Diner Name Generator,Business Generators,High,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
flower-name-generator,Flower Name Generator,Creative & Story Generators,Medium,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
newspaper-name-generator,Newspaper Name Generator,Creative & Story Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
plant-name-generator,Plant Name Generator,Creative & Story Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
sibling-name-generator,Sibling Name Generator,Human Name Generators,High,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
pick-a-name-generator,Pick A Name Generator,Utility Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
name-generator-wheel,Name Generator Wheel,Utility Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
cake-company-names-generator,Cake Company Names Generator,Business Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
car-name-generator,Car Name Generator,Creative & Story Generators,Medium,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
title-name-generator,Title Name Generator,Creative & Story Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
geo-tag-generator,Geo Tag Generator,Utility Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
pet-tag-generator,Pet Tag Generator,Utility Generators,high,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
dj-tag-generator,DJ Tag Generator,Utility Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
clan-tag-generator,Clan Tag Generator,Utility Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
hang-tag-generator,Hang Tag Generator,Utility Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
art-tag-generator,Art Tag Generator,Utility Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
email-tag-generator,Email Tag Generator,Utility Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
tag-team-name-generator,Tag Team Name Generator,Creative & Story Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
warrior-name-generator,Warrior Name Generator,Creative & Story Generators,medium,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
secret-santa-name-generator,Secret Santa Name Generator,Utility Generators,High,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
anagram-of-name-generator,Anagram Of Name Generator,Utility Generators,High,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
cyberpunk-name-generator,Cyberpunk Name Generator,Creative & Story Generators,High,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
goth-name-generator,Goth Name Generator,Creative & Story Generators,Medium,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
project-name-generator-keywords,Project Name Generator Keywords,Business Generators,Low,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
scifi-name-generator,Sci-Fi Name Generator,Creative & Story Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
last-name-and-first-name-generator,First And Last Name Generator,Name Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
baby-name-generator-with-last-name,Baby Name Generator With Last Name,Name Generators,Low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
nickname-generator-based-on-name,Nickname Generator Based On Name,Name Generators,Low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
phonetic-spelling-of-name-generator,Phonetic Spelling Generator,Utility Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
name-combination-generator,Name Combination Generator,Utility Generators,Low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
performer-names-generator,Performer Names Generator,Business Generators,Low,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
disc-jockey-names-generator,DJ Name Generator,Business Generators,Medium,yes,okay,good,high,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
name-pronunciation-generator,Name Pronunciation Generator,Utility Generators,Medium,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
fantasy-language-generator,Fantasy Language Generator,Writing Generators,low,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
color-palette-generator-from-name,Color Palette Generator From Name,Utility Generators,Low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
mountain-name-generator,Mountain Name Generator,Gaming & Fantasy Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
forest-name-generator,Forest Name Generator,Gaming & Fantasy Generators,Low,yes,strong,good,none,Existing slug-specific logic is strong for current intent; monitor after higher-value gaps are closed.,Defer; revisit after urgent/high upgrade backlog.,good_enough
team-name-generator-using-keywords,Team Name Generator By Keyword,Utility Generators,Medium,yes,okay,good,medium,Has slug-specific logic but output remains generic/basic for a commercial or clear-intent page.,Candidate for a future intent-specific premium upgrade pass with structured output and copy actions.,needs_premium_upgrade
trademark-friendly-name-generator,Trademark-Friendly Name Generator,Business Generators,high,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
acceptable-use-policy-generator,Acceptable Use Policy Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
app-icon-generator,App Icon Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
app-name-generator,App Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
bakery-name-generator,Bakery Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
banner-generator,Banner Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
barbarian-name-generator,Barbarian Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
big-text-generator,Big Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
brat-text-generator,Brat Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
breadcrumb-generator,Breadcrumb Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
bubble-text-generator,Bubble Text Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
business-card-generator,Business Card Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
castle-name-generator,Castle Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
channel-name-generator,Channel Name Generator,Other,low,yes,premium,premium,none,Completed in intent-specific premium logic Pass 1-13; keep as baseline unless QA finds regressions.,No Pass 14 work; keep in regression QA set.,premium_done
chatgpt-prompt-generator,ChatGPT Prompt Generator,Other,noindex,yes,okay,good,none,"Sensitive, legal/compliance, brand/franchise, or trademark-adjacent intent needs careful review before broad upgrade.",Hold for safety/legal/franchise review and add disclaimers before any upgrade.,hold_sensitive
club-name-generator,Club Name Generator,Other,low,yes,okay,good,low,"Lower search value, novelty intent, duplicate-adjacent coverage, or infrastructure-heavy output makes it a later candidate.",Defer or consider noindex/merge review before investing premium logic.,noindex_or_low_priority
