keyword,normalized_keyword,decision,matched_existing_slug,matched_existing_tool_name,confidence,reason,recommended_action,risk_level,index_recommendation,notes
barbed wire text generator,barbed wire text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
crazy text generator,crazy text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
custom text generator,custom text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
lettering generator,lettering generator,covered_by_existing_tool,letterhead-generator,Letterhead Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
tattoo text generator,tattoo text generator,covered_by_existing_tool,tattoo-name-generator,Tattoo Name Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
chicano lettering generator,chicano lettering generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
colored text generator,colored text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
disney text generator,disney text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
larger text generator,larger text generator,covered_by_existing_tool,big-text-generator,Big Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
letter text generator,letter text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
round text generator,round text generator,covered_by_existing_tool,bubble-text-generator,Bubble Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
strike text generator,strike text generator,covered_by_existing_tool,strikethrough-text-generator,Strikethrough Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
alien text generator,alien text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
funny text generator,funny text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
pixel text generator,pixel text generator,covered_by_existing_tool,pixel-text-generator,Pixel Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
san francisco font text generator,san francisco font text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text logo generator,text logo generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
vaporwave text generator,vaporwave text generator,covered_by_existing_tool,vaporwave-text-generator,Vaporwave Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
cross stitch text generator,cross stitch text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
fun text generator,fun text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
image generator text,image generator text,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
image text generator,image text generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
leet text generator,leet text generator,covered_by_existing_tool,leet-text-generator,Leet Speak Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
perchance text generator,perchance text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
redacted text generator,redacted text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text generator image,text generator image,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
transparent text generator,transparent text generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
artistic text generator,artistic text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
cross text generator,cross text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
english text generator,english text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
odd text generator,odd text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
russian text generator,russian text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text generator on image,text generator on image,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text reply generator,text reply generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text response generator,text response generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
alien language text generator,alien language text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
charli xcx text generator,charli xcx text generator,covered_by_existing_tool,brat-text-generator,Brat Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
copy and paste text generator,copy and paste text generator,covered_by_existing_tool,fancy-text-generator,Fancy Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
lettertype generator,lettertype generator,add_as_faq_or_seo_section,fancy-text-generator,Fancy Text Generator,medium,Synonym for font/text style generation.,Mention as supporting SEO synonym under fancy-text-generator.,low,index,No standalone tool.
text generator free,text generator free,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
video text generator,video text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
are you smarter than a 5th grader text generator,are you smarter than a 5th grader text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ascii generator text,ascii generator text,covered_by_existing_tool,ascii-text-generator,ASCII Text Art Generator,medium,Loose generator/tool phrasing match to existing tool.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
cryptic text generator,cryptic text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
drunk text generator,drunk text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ransom note text generator,ransom note text generator,covered_by_existing_tool,ransom-note-text-generator,Ransom Note Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
sleep mask text generator,sleep mask text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
sleeping mask text generator for sleep mask designs,sleeping mask text generator for sleep mask designs,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
8 bit text generator,8 bit text generator,covered_by_existing_tool,pixel-text-generator,Pixel Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
ai free text generator,ai free text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
arabic text generator,arabic text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
circled text generator,circled text generator,covered_by_existing_tool,bubble-text-generator,Bubble Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
fb text generator,facebook text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
latin text generator,latin text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
lego text generator,lego text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
professional text generator,professional text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
robot text generator,robot text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
script generator text,script generator text,covered_by_existing_tool,cursive-text-generator,Cursive Text Generator,medium,Loose generator/tool phrasing match to existing tool.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
yeat font text generator,yeat font text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
block text generator,block text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
chrome text generator,chrome text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
greek text generator,greek text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
hack text generator,hack text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
invincible text generator,invincible text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
pixelated text generator,pixelated text generator,covered_by_existing_tool,pixel-text-generator,Pixel Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
sarcastic text generator,sarcastic text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
secret santa generator text,secret santa generator text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
strike out text generator,strike out text generator,covered_by_existing_tool,strikethrough-text-generator,Strikethrough Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
uwu text generator,uwu text generator,covered_by_existing_tool,uwu-text-generator,UwU Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
youtube text generator,youtube text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
art text generator,art text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
blocky text generator,blocky text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
bloody text generator,bloody text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
chinese text generator,chinese text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
cipher text generator,cipher text generator,covered_by_existing_tool,cipher-generator,Cipher Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
fortnite text generator,fortnite text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
furry text generator,furry text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
hacking text generator,hacking text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
heroic harmony text generator,heroic harmony text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
hybrid text illusion generator,hybrid text illusion generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
impact text generator,impact text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
invert text generator,invert text generator,covered_by_existing_tool,reverse-text-generator,Reverse Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
miencraft obsucated text generator,miencraft obfuscated text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
mocking text generator,mocking text generator,covered_by_existing_tool,spongebob-text-generator,Spongebob Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
nsfw text generator,nsfw text generator,hold_sensitive_or_brand_risk,,,high,"Sensitive, adult, regulated, impersonation, security, audio/voice, or non-browser-heavy media/tooling intent.",Hold; do not build without separate policy/product review and likely noindex.,high,hold,Not suitable for automatic expansion in this audit.
owo text generator,owo text generator,covered_by_existing_tool,uwu-text-generator,UwU Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
robot lagging text generator,robot lagging text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
robotic text generator,robotic text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
spamton text generator,spamton text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
text decoration generator,text decoration generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text generator pixel,text generator pixel,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
text in a circle generator,text in a circle generator,covered_by_existing_tool,bubble-text-generator,Bubble Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
tiktok text generator,tiktok text generator,covered_by_existing_tool,tiktok-caption-generator,TikTok Caption Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,medium,noindex,Covered by a noindex/sensitive retained tool.
wide text generator,wide text generator,covered_by_existing_tool,vaporwave-text-generator,Vaporwave Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
ai character generator from text,ai character generator from text,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
alternate text generator,alternate text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ancient text generator,ancient text generator,covered_by_existing_tool,papyrus-generator,Papyrus Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
blood text generator,blood text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
british text generator,british text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
bubbly text generator,bubbly text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
chain text generator,chain text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
chromakopia text generator,chromakopia text generator,hold_sensitive_or_brand_risk,,,high,"Brand, franchise, celebrity, platform, or third-party product-specific query without a current retained canonical tool.",Hold or noindex only after manual trademark/platform-safety review.,medium,hold,Avoid thin franchise/brand doorway pages.
comic sans text generator,comic sans text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
distortion text generator,distortion text generator,covered_by_existing_tool,glitch-text-generator,Glitch Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
heart text generator,heart text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
human text generator,human text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
ig text generator,instagram text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
kawaii text generator,kawaii text generator,covered_by_existing_tool,uwu-text-generator,UwU Text Generator,high,Exact match in current tool slug/name/primary/secondary keywords.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
long text generator,long text generator,add_as_mode_or_option,fancy-text-generator,Fancy Text Generator,medium,"Modifier is best handled as a filter/style/mode within an existing broad premium tool, not a separate page.",Consider adding a mode or option to fancy-text-generator; do not create a standalone thin tool.,low,index,Clustered to avoid duplicate/thin tools.
messed up text generator,messed up text generator,covered_by_existing_tool,glitch-text-generator,Glitch Text Generator,medium,Covered by canonical synonym/cluster mapping.,Keep covered by existing canonical premium tool; no standalone page needed.,low,index,
