slug,tool_name,category,index_priority,has_intent_specific_logic,output_quality,ui_quality,upgrade_priority,reason,recommended_next_action,classification
ao3-tag-generator,AO3 Tag Generator,Creative & Story Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
stable-diffusion-prompt-generator,Stable Diffusion Prompt Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
character-prompt-generator,Character Prompt Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
content-brief-generator,Content Brief Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
press-release-generator,Press Release Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
author-bio-generator,Author Bio Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
x-post-generator,X/Twitter Post Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
viral-hook-generator,Viral Hook Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
content-calendar-generator,Content Calendar Generator,SEO & Marketing Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
tagline-generator,Tagline Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
text-shadow-generator,CSS Text Shadow Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
css-grid-generator,CSS Grid Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
flexbox-generator,CSS Flexbox Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
html-table-generator,HTML Table Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
dummy-data-generator,Dummy Data Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
random-address-generator,Random Address Generator,Random Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
raffle-generator,Raffle Generator,Random Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
giveaway-generator,Giveaway Winner Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
character-backstory-generator,Character Backstory Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
worldbuilding-generator,Worldbuilding Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
roast-generator,Roast Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
quiz-generator,Quiz Question Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
thesis-statement-generator,Thesis Statement Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
landing-page-copy-generator,Landing Page Copy Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
json-schema-generator,JSON Schema Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
typescript-type-generator,TypeScript Type Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
sql-query-generator,SQL Query Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
htaccess-generator,.htaccess Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
pwa-manifest-generator,PWA Manifest Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
form-generator,HTML Form Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
jwt-generator,JWT Token Generator,Developer & Web Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
random-id-generator,Random ID Generator,Developer & Web Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
flashcard-generator,Flashcard Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
study-plan-generator,Study Plan Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
lesson-plan-generator,Lesson Plan Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
research-question-generator,Research Question Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
bibliography-generator,Bibliography Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
essay-topic-generator,Essay Topic Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
multiple-choice-generator,Multiple Choice Question Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
product-bullet-points-generator,Product Bullet Points Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
amazon-listing-generator,Amazon Listing Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
etsy-listing-generator,Etsy Listing Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
customer-persona-generator,Customer Persona Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
youtube-hook-generator,YouTube Hook Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
linkedin-summary-generator,LinkedIn Summary Generator,Bio & Caption Generators,medium,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
sales-email-generator,Sales Email Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
follow-up-email-generator,Follow-Up Email Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
image-alt-text-generator,Image Alt Text Generator,SEO & Marketing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
video-prompt-generator,Video Prompt Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
productivity-prompt-generator,Productivity Prompt Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
brand-kit-generator,Brand Kit Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
random-list-generator,Random List Generator,Random Generators,noindex,yes,strong,premium,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
random-color-generator,Random Color Generator,Random Generators,noindex,yes,strong,premium,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
dnd-character-generator,D&D Character Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
dungeon-generator,Dungeon Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
worksheet-generator,Worksheet Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
rubric-generator,Rubric Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
assignment-generator,Assignment Generator,AI Text & Writing Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
graphql-query-generator,GraphQL Query Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
mock-api-generator,Mock API Generator,Developer & Web Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
wheel-spinner-generator,Wheel Spinner Generator,Random Generators,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
product-benefits-generator,Product Benefits Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
pattern-generator,CSS Pattern Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
blob-generator,CSS Blob Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
wave-generator,CSS Wave Generator,Developer & Web Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
viking-name-generator,Viking Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
wizard-name-generator,Wizard Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
villain-name-generator,Villain Name Generator,Gaming & Fantasy Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
werewolf-name-generator,Werewolf Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
japanese-name-generator,Japanese Name Generator,Name Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
korean-name-generator,Korean Name Generator,Name Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
city-name-generator,City Name Generator,Gaming & Fantasy Generators,medium,yes,okay,basic,medium,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
restaurant-name-generator,Restaurant Name Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
coffee-shop-name-generator,Coffee Shop Name Generator,Business & Brand Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
album-name-generator,Album Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
book-name-generator,Book Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
movie-name-generator,Movie Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
roblox-username-generator,Roblox Username Generator,Gaming & Fantasy Generators,noindex,yes,okay,basic,none,"Low-priority, franchise-adjacent, novelty, or thin utility intent; not a good next premium batch candidate.","Leave as-is for now; revisit only for cleanup, safety, or noindex decisions.",noindex_or_low_priority
tiktok-username-generator,TikTok Username Generator,Social Media Tools,low,yes,okay,basic,low,"Clear enough user intent, but current output lacks deeper structured premium formatting or robust option-aware copy.",Consider for a later coherent premium pass if it fits the next batch theme.,needs_premium_upgrade
receipt-generator,Receipt Generator,Business & Brand Generators,noindex,yes,strong,premium,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
nda-generator,NDA Generator,Utility Generators,noindex,yes,okay,basic,none,"Sensitive legal, policy, payment, credential, or official-document adjacent tool; keep out of general premium batches unless separately scoped with stricter disclaimers.",Hold for a dedicated safety/compliance review rather than a general premium upgrade pass.,hold_sensitive
newsletter-name-generator,Newsletter Name Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
price-tag-generator,Price Tag Generator,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
product-tag-generator,Product Tag Generator,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
clothing-tag-generator,Clothing Tag Generator,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
minutes-of-meeting-generator,Minutes Of Meeting Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
event-name-generator,Event Name Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
college-name-generator,College Name Generator,Creative & Story Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
diner-name-generator,Diner Name Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
flower-name-generator,Flower Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
newspaper-name-generator,Newspaper Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
plant-name-generator,Plant Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
sibling-name-generator,Sibling Name Generator,Human Name Generators,low,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
pick-a-name-generator,Pick A Name Generator,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
name-generator-wheel,Name Generator Wheel,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
cake-company-names-generator,Cake Company Names Generator,Business Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
car-name-generator,Car Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
title-name-generator,Title Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
geo-tag-generator,Geo Tag Generator,Utility Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
pet-tag-generator,Pet Tag Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
dj-tag-generator,DJ Tag Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
clan-tag-generator,Clan Tag Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
hang-tag-generator,Hang Tag Generator,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
art-tag-generator,Art Tag Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
email-tag-generator,Email Tag Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
tag-team-name-generator,Tag Team Name Generator,Creative & Story Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
warrior-name-generator,Warrior Name Generator,Creative & Story Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
secret-santa-name-generator,Secret Santa Name Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
anagram-of-name-generator,Anagram Of Name Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
cyberpunk-name-generator,Cyberpunk Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
goth-name-generator,Goth Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
project-name-generator-keywords,Project Name Generator Keywords,Business Generators,medium,yes,okay,good,low,"Has slug-specific logic and options that satisfy the basic user intent, but not enough search value or batch fit to prioritize immediately.",Keep as good-enough; consider after higher-value gaps are closed.,good_enough
scifi-name-generator,Sci-Fi Name Generator,Creative & Story Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
last-name-and-first-name-generator,First And Last Name Generator,Name Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
baby-name-generator-with-last-name,Baby Name Generator With Last Name,Name Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
nickname-generator-based-on-name,Nickname Generator Based On Name,Name Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
phonetic-spelling-of-name-generator,Phonetic Spelling Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
name-combination-generator,Name Combination Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
performer-names-generator,Performer Names Generator,Business Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
disc-jockey-names-generator,DJ Name Generator,Business Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
name-pronunciation-generator,Name Pronunciation Generator,Utility Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
fantasy-language-generator,Fantasy Language Generator,Writing Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
color-palette-generator-from-name,Color Palette Generator From Name,Utility Generators,high,yes,premium,premium,none,"Current renderer has slug-specific premium output with structured copy blocks, grouped cards, or a premium visual/section suite.",No upgrade now; keep in regression QA.,premium_done
mountain-name-generator,Mountain Name Generator,Gaming & Fantasy Generators,high,yes,okay,good,high,"Safe, clear keyword intent with current output that is still mostly basic list/text; it can benefit from option-aware premium groups and per-result copy.",Select for Pass 17 intent-specific premium upgrade.,needs_premium_upgrade
