slug,tool_name,categorySlug,has_intent_specific_output,classification,noindex_tool,built_robots_meta,noindex_follow_render_ok,broken_relatedSlugs,invalid_categorySlug,missing_meta_title_or_description,missing_required_fields,built_html_mojibake_marker_count,issues
forest-name-generator,Forest Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
team-name-generator-using-keywords,Team Name Generator By Keyword,utility-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
trademark-friendly-name-generator,Trademark-Friendly Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
acceptable-use-policy-generator,Acceptable Use Policy Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
app-icon-generator,App Icon Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
app-name-generator,App Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
bakery-name-generator,Bakery Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
banner-generator,Banner Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
barbarian-name-generator,Barbarian Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
big-text-generator,Big Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
brat-text-generator,Brat Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
breadcrumb-generator,Breadcrumb Generator,seo-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
bubble-text-generator,Bubble Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
business-card-generator,Business Card Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
castle-name-generator,Castle Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
channel-name-generator,Channel Name Generator,social-media-tools,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
chatgpt-prompt-generator,ChatGPT Prompt Generator,ai-writing-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
club-name-generator,Club Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
cocktail-name-generator,Cocktail Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
contract-generator,Contract Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
cowboy-name-generator,Cowboy Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
css-code-generator,CSS Code Generator,developer-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
cursive-name-generator,Cursive Name Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
cute-text-generator,Cute Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
dalle-prompt-generator,DALL-E Prompt Generator,ai-writing-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
dinosaur-name-generator,Dinosaur Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
display-name-generator,Display Name Generator,social-media-tools,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
dj-name-generator,DJ Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
dmca-policy-generator,DMCA Policy Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
dog-name-generator,Dog Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
estimate-generator,Estimate Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
fake-text-generator,Fake Text Generator,ai-writing-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,tagline,0,missing_tagline
farm-name-generator,Farm Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
favicon-generator,Favicon Generator,developer-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
food-truck-name-generator,Food Truck Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
funny-name-generator,Funny Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
gnome-name-generator,Gnome Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
hotel-name-generator,Hotel Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
html-code-generator,HTML Code Generator,developer-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
invisible-text-generator,Invisible Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
letterhead-generator,Letterhead Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
logo-generator,Logo Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
mermaid-name-generator,Mermaid Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
meta-description-generator,Meta Description Generator,seo-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
monster-name-generator,Monster Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
mood-board-generator,Mood Board Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
pen-name-generator,Pen Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
pet-name-generator,Pet Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
pixel-text-generator,Pixel Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
playlist-name-generator,Playlist Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
proposal-generator,Proposal Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
purchase-order-generator,Purchase Order Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
qr-code-generator,QR Code Generator,utility-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
quotation-generator,Quotation Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
ransom-note-text-generator,Ransom Note Text Generator,text-font-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,tagline,0,missing_tagline
retro-text-generator,Retro Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
return-policy-generator,Return Policy Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
robot-name-generator,Robot Name Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
salon-name-generator,Salon Name Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
service-agreement-generator,Service Agreement Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
ship-name-generator,Ship Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
shopify-product-description-generator,Shopify Product Description Generator,business-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
short-code-generator,Short Code Generator,utility-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
sigil-generator,Sigil Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
sitemap-generator,Sitemap Generator,seo-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
sith-name-generator,Sith Name Generator,gaming-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,tagline,0,missing_tagline
spaceship-name-generator,Spaceship Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
sports-team-name-generator,Sports Team Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
tattoo-name-generator,Tattoo Name Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
token-generator,Token Generator,developer-generators,yes,premium_done,yes,"noindex, follow",yes,,,no,,0,
typewriter-text-generator,Typewriter Text Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,tagline,0,missing_tagline
ancient-greek-inspired-name-generator,Ancient Greek-Inspired Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
roman-inspired-character-name-generator,Roman-Inspired Character Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
ancient-egyptian-inspired-name-generator,Ancient Egyptian-Inspired Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
iupac-name-generator,IUPAC Name Generator,utility-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
victorian-name-generator,Victorian Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
racehorse-name-generator,Racehorse Name Generator,name-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
emo-name-generator,Emo Name Generator,creative-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
poster-generator,Poster Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
flyer-generator,Flyer Generator,business-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
fantasy-map-generator,Fantasy Map Generator,gaming-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
papyrus-generator,Papyrus Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
serif-generator,Serif Generator,text-font-generators,yes,premium_done,no,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",n/a,,,no,,0,
