Name,Slug,Category,Popular,Status,Score,Routing,Configured Options,Missing Options,Notes
"Club Name Generator","club-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Cocktail Name Generator","cocktail-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Contract Generator","contract-generator","Other",false,"🟢 Production Ready",9,"Includes Check","pass28-style","",""
"Cowboy Name Generator","cowboy-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"CSS Code Generator","css-code-generator","Other",false,"🟢 Production Ready",9,"Switch Case","css-snippet-mode;css-responsive","",""
"Cursive Name Generator","cursive-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Cute Text Generator","cute-text-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"DALL-E Prompt Generator","dalle-prompt-generator","AI Text & Writing Generators",false,"🟡 Needs Polish",7,"Switch Case","dalle-purpose;dalle-subject-type;dalle-style;dalle-mood;dalle-lighting;dalle-composition;dalle-aspect;dalle-detail-level;dalle-output-format;dalle-safety-level;dalle-avoid-list;dalle-commercial-caution","dalle-purpose;dalle-subject-type;dalle-style;dalle-mood;dalle-lighting;dalle-composition;dalle-aspect;dalle-detail-level;dalle-output-format;dalle-safety-level;dalle-avoid-list;dalle-commercial-caution","Ignores configured options: dalle-purpose, dalle-subject-type, dalle-style, dalle-mood, dalle-lighting, dalle-composition, dalle-aspect, dalle-detail-level, dalle-output-format, dalle-safety-level, dalle-avoid-list, dalle-commercial-caution."
"Dinosaur Name Generator","dinosaur-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Display Name Generator","display-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","display-platform;display-style","",""
"DJ Name Generator","dj-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"DMCA Policy Generator","dmca-policy-generator","Other",false,"🟡 Needs Polish",7,"Includes Check","dmca-service-type;dmca-region;dmca-intake;dmca-process;dmca-counter-notice;dmca-repeat-infringer","dmca-service-type;dmca-intake;dmca-process;dmca-counter-notice;dmca-repeat-infringer","Ignores configured options: dmca-service-type, dmca-intake, dmca-process, dmca-counter-notice, dmca-repeat-infringer."
"Dog Name Generator","dog-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Estimate Generator","estimate-generator","Other",false,"🟢 Production Ready",9,"Switch Case","estimate-currency;estimate-style;estimate-item-count;estimate-include-timeline","",""
"Sample Placeholder Text Generator","fake-text-generator","Other",false,"🟡 Needs Polish",7,"Switch Case","sample-text-type;sample-text-tone;sample-text-context;sample-text-length;sample-text-use-case","sample-text-type;sample-text-tone;sample-text-context;sample-text-length;sample-text-use-case","Ignores configured options: sample-text-type, sample-text-tone, sample-text-context, sample-text-length, sample-text-use-case."
"Farm Name Generator","farm-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","business-name-style;include-taglines","",""
"Favicon Generator","favicon-generator","Other",false,"🟢 Production Ready",9,"Switch Case","favicon-style;favicon-bg","",""
"Food Truck Name Generator","food-truck-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","business-name-style;include-taglines","",""
"Funny Name Generator","funny-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Gnome Name Generator","gnome-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Hotel Name Generator","hotel-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","business-name-style;include-taglines","",""
"HTML Code Generator","html-code-generator","Other",false,"🟢 Production Ready",9,"Switch Case","html-snippet-mode","",""
"Invisible Text Generator","invisible-text-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Letterhead Generator","letterhead-generator","Other",false,"🟢 Production Ready",9,"Switch Case","letterhead-style;letterhead-contact-density;letterhead-format;letterhead-include-footer","",""
"Logo Generator","logo-generator","Other",false,"🟢 Production Ready",9,"Switch Case","logo-industry;logo-style","",""
"Mermaid Name Generator","mermaid-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Meta Description Generator","meta-description-generator","Other",false,"🟢 Production Ready",9,"Switch Case","meta-intent;meta-tone","",""
"Monster Name Generator","monster-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Mood Board Generator","mood-board-generator","Other",false,"🟢 Production Ready",9,"Switch Case","mood-board-style;mood-board-format","",""
"Pen Name Generator","pen-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Pet Name Generator","pet-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Pixel Text Generator","pixel-text-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Playlist Name Generator","playlist-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Proposal Generator","proposal-generator","Other",false,"🟢 Production Ready",9,"Switch Case","proposal-type;proposal-tone;proposal-length;proposal-include-pricing","",""
"Purchase Order Generator","purchase-order-generator","Other",false,"🟡 Needs Polish",7,"Switch Case","po-currency;po-item-count;po-tax-rate;po-discount-rate;po-payment-terms;po-delivery-terms;po-include-approval","po-currency;po-item-count;po-tax-rate;po-discount-rate;po-payment-terms;po-delivery-terms;po-include-approval","Ignores configured options: po-currency, po-item-count, po-tax-rate, po-discount-rate, po-payment-terms, po-delivery-terms, po-include-approval."
"QR Code Generator","qr-code-generator","Other",false,"🟢 Production Ready",9,"Switch Case","qr-content-type;qr-size","",""
"Quotation Generator","quotation-generator","Other",false,"🟡 Needs Polish",7,"Switch Case","quotation-currency;quotation-item-count;quotation-tax-rate;quotation-discount-rate;quotation-validity;quotation-type;quotation-include-tax","quotation-currency;quotation-item-count;quotation-tax-rate;quotation-discount-rate;quotation-validity;quotation-type;quotation-include-tax","Ignores configured options: quotation-currency, quotation-item-count, quotation-tax-rate, quotation-discount-rate, quotation-validity, quotation-type, quotation-include-tax."
"Ransom Note Text Generator","ransom-note-text-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Retro Text Generator","retro-text-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Return Policy Generator","return-policy-generator","Other",false,"🟡 Needs Polish",7,"Switch Case","return-store-type;return-region;return-window;return-condition;return-exceptions;return-costs;return-refund-timing;return-damaged-process;return-include-exchanges;return-include-digital;return-marketplace-sales","return-store-type;return-region;return-window;return-condition;return-exceptions;return-costs;return-refund-timing;return-damaged-process;return-include-exchanges;return-include-digital;return-marketplace-sales","Ignores configured options: return-store-type, return-region, return-window, return-condition, return-exceptions, return-costs, return-refund-timing, return-damaged-process, return-include-exchanges, return-include-digital, return-marketplace-sales."
"Robot Name Generator","robot-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Salon Name Generator","salon-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","business-name-style;include-taglines","",""
"Service Agreement Generator","service-agreement-generator","Other",false,"🟢 Production Ready",9,"Includes Check","pass29-style","",""
"Ship Name Generator","ship-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Shopify Product Description Generator","shopify-product-description-generator","Other",false,"🟢 Production Ready",9,"Switch Case","shopify-tone;shopify-benefit-focus;shopify-include-seo","",""
"Short Code Generator","short-code-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Sigil Generator","sigil-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Sitemap Generator","sitemap-generator","Other",false,"🟢 Production Ready",9,"Switch Case","sitemap-type;sitemap-changefreq;sitemap-priority;sitemap-lastmod","",""
"Spaceship Name Generator","spaceship-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Sports Team Name Generator","sports-team-name-generator","Other",false,"🟢 Production Ready",9,"Pass19 Name Configs","","",""
"Tattoo Name Generator","tattoo-name-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Token Generator","token-generator","Other",false,"🟢 Production Ready",10,"Switch Case","token-format;token-count;token-length","","Production ready. Wire in format, count, and length options. Secure local crypto.getRandomValues execution."
"Typewriter Text Generator","typewriter-text-generator","Other",false,"🟢 Production Ready",9,"Switch Case","","",""
"Ancient Greek-Inspired Name Generator","ancient-greek-inspired-name-generator","Creative & Story Generators",false,"🟡 Needs Polish",7,"Pass19 Name Configs","greek-name-style","greek-name-style","Ignores configured options: greek-name-style."
"Roman-Inspired Character Name Generator","roman-inspired-character-name-generator","Creative & Story Generators",false,"🟡 Needs Polish",7,"Pass19 Name Configs","roman-name-style","roman-name-style","Ignores configured options: roman-name-style."
"Ancient Egyptian-Inspired Name Generator","ancient-egyptian-inspired-name-generator","Creative & Story Generators",false,"🟡 Needs Polish",7,"Pass19 Name Configs","egyptian-name-style","egyptian-name-style","Ignores configured options: egyptian-name-style."
"IUPAC Name Generator","iupac-name-generator","Utility Generators",false,"🟢 Production Ready",9,"Switch Case","compound-type;detail-level","",""
"Victorian Name Generator","victorian-name-generator","Name Generators",false,"🟡 Needs Polish",7,"Pass19 Name Configs","victorian-style;name-format","victorian-style;name-format","Ignores configured options: victorian-style, name-format."
"Racehorse Name Generator","racehorse-name-generator","Name Generators",false,"🟡 Needs Polish",7,"Pass19 Name Configs","racehorse-style","racehorse-style","Ignores configured options: racehorse-style."
"Emo Name Generator","emo-name-generator","Creative & Story Generators",false,"🟡 Needs Polish",7,"Pass19 Name Configs","emo-style","emo-style","Ignores configured options: emo-style."
"Poster Generator","poster-generator","Business Generators",false,"🟢 Production Ready",9,"Switch Case","event-type;poster-tone;headline-style;poster-format;call-to-action","",""
"Flyer Generator","flyer-generator","Business Generators",false,"🟢 Production Ready",9,"Switch Case","flyer-mode;flyer-offer;flyer-tone","",""
"Fantasy Map Generator","fantasy-map-generator","Gaming & Fantasy Generators",false,"🟢 Production Ready",9,"Switch Case","map-scope;terrain-bias;settlement-density;map-tone;include-legend;detail-level","",""
"Papyrus Generator","papyrus-generator","Font & Text Style Generators",false,"🟡 Needs Polish",7,"Switch Case","papyrus-style;include-border","include-border","Ignores configured options: include-border."
"Serif Generator","serif-generator","Font & Text Style Generators",false,"🟡 Needs Polish",7,"Switch Case","serif-style","serif-style","Ignores configured options: serif-style."
